红色食品,适宜人群,全部人群
阿图瓦犬,中文学名,阿图瓦犬
锦绣中华,地理位置,深圳华侨城
锦绣中华,占地面积,四百五十亩
网球四大满贯,体育赛事,网球四大公开赛
阿札瓦克犬,中文学名,阿札瓦克犬
网页特效,类型,程序技术
考古天文学,领域,天文学史领域
国际护士节,节日类型,世界节日
国际护士节,节日起源,纪念南丁格尔
国际护士节,节日活动,护士授帽
国际护士节,节日意义,弘扬救死扶伤精神
国际护士节,设立机构,国际护士理事会
天体力学,全称,物理天体学理论
海牙国际法庭,正式名,国际审判法院
航海医学,作用,可移植到民用领域
罗密欧与朱丽叶,作品名称,罗密欧与朱丽叶
计划经济,别称,计划经济体制
计划经济,应用,经济生产
潜水医学,又称,水下医学
时间与空间,书名,时间与空间
时间与空间,出版社,漓江出版社
中国航海日,节日起源,机构设定
节奏蓝调,含义,音乐风格
节奏蓝调,别称,节奏布鲁斯
印度野牛,中文学名,印度野牛
印度野牛,分布区域,南亚和东南亚
北非猎犬,中文学名,北非猎犬
北非猎犬,亚种,北非猎犬
奥林匹斯十二主神,所属,希腊神话
轻水反应堆,所属学科,核物理学
相对路径,应用,搜索引擎
泰山特产,软件名称,泰山特产
亚历山大图书馆,始建人,托勒密一世
不良反应,包含,副作用等
内蒙古大学,类别,公立大学
内蒙古大学,所属地区,内蒙古呼和浩特
内蒙古大学,校训,求真务实
内蒙古大学,校歌,内蒙古大学校歌
返清复明,作者,月圆十天
返清复明,连载网站,起点中文网
叶尼塞河,所属水系,北冰洋水系
叶尼塞河,发源地,蒙古高原
叶尼塞河,流域气候,亚寒带针叶林气候
浙江省镇海中学,所属地区,浙江宁波
浙江省镇海中学,类别,公办高中
浙江省镇海中学,主管部门,宁波市教育局
国际刑事法院,位置,荷兰海牙
佳木斯市第七中学,简称,佳木斯七中
佳木斯市第七中学,所属地区,黑龙江佳木斯
反应堆容器,结构,容器和顶盖
反应堆容器,作用,辐射屏蔽等
吸血伯爵,延续,附体的鬼魂
吸血伯爵,耶稣,游荡的幽灵
滕王阁序,作品名称,滕王阁序
滕王阁序,作品别名,滕王阁诗序
海洋中间兽,中文学名,海洋中间兽
海洋中间兽,认定机构,国际哺乳类学会
黑冠长臂猿,中文学名,黑冠长臂猿
黑冠长臂猿,亚门,脊椎动物亚门
黑冠长臂猿,亚目,简鼻亚目
阿森纳足球俱乐部,中文队名,阿森纳足球俱乐部
阿森纳足球俱乐部,主场馆,酋长球场
阿森纳足球俱乐部,球衣广告,阿联酋航空
德拜鹦鹉,中文学名,德拜鹦鹉
内弹道学,性质,弹道学的一个分支
内弹道学,研究对象,枪炮和火箭
凹甲陆龟,中文学名,凹甲陆龟
凹甲陆龟,别称,麒麟陆龟
凹甲陆龟,亚门,脊椎动物亚门
凹甲陆龟,亚纲,龟鳖亚纲
凹甲陆龟,亚目,曲颈龟亚目
中天电视,公司性质,广播媒体
中天电视,前身,传讯电视
魔法艺术,国内代理,天人互动
魔法艺术,语言版本,简体中文版
切尔西足球俱乐部,中文队名,切尔西足球俱乐部
切尔西足球俱乐部,所属地区,英国伦敦
切尔西足球俱乐部,主场馆,斯坦福桥球场
切尔西足球俱乐部,训练基地,科巴姆训练基地
切尔西足球俱乐部,球衣广告,优科豪马橡胶
环境文化,特点,研究内容极为丰富
环境文化,属于,环境科学
中日甲午战争,名称,中日甲午战争
绝对路径,属性,目录下的绝对位置
同位素化学,属性,化学分支学科
孔雀王朝,官方语言,古印度语
孔雀王朝,政治体制,君主专制政体
辐射化学,发现者,贝克勒尔
奥古斯都像,材质,大理石雕像
佛山祖庙,气候类型,亚热带季风气候
佛山祖庙,所属城市,广东省佛山市
亚洲金猫,亚门,脊椎动物亚门
亚洲金猫,亚纲,真兽亚纲
亚洲金猫,亚目,裂脚亚目
马德堡半球实验,实验地点,雷根斯堡
超级英雄,目的,对抗邪恶
超级英雄,类型,正义角色
超级英雄,登场,多为美国漫画
超级英雄,对立概念,超级反派
内蒙古师范大学,类别,公立大学
内蒙古师范大学,属性,自治区重点大学
内蒙古师范大学,主管部门,内蒙古自治区
篆刻艺术,艺术形式,雕刻以篆体文字
十字军东征,名称,十字军东征
十字军东征,地点,西欧到耶路撒冷
十字军东征,伤亡情况,非常惨重
十字军东征,又名,十字军东侵
山东英才学院,简称,英才学院
山东英才学院,类别,民办高校
山东英才学院,主管部门,山东省教育厅
宁夏银川英才学校,简称,英才学校
宁夏银川英才学校,所属地区,宁夏银川
世界气象日,别称,国际气象日
世界气象日,设立机构,世界气象组织
社区获得性肺炎,就诊科室,呼吸内科
原子结构,学科,原子物理学
原子结构,别名,原子模型
快手枪手快枪手,制片地区,中国大陆
快手枪手快枪手,对白语言,汉语普通话
秦始皇陵,陵主,秦始皇嬴政
秦始皇陵,声誉,世界第八大奇迹
秦始皇陵,所属城市,陕西省西安市
码分多址,专业,通信技术
美国海豹突击队,种类,特种部队
侯景之乱,伤亡情况,死伤惨重
拯救大兵瑞恩,主要奖项,奥斯卡最佳导演奖
德化瓷器,产地,福建省德化县
医院获得性肺炎,西医学名,医院获得性肺炎
医院获得性肺炎,主要病因,院内感染
立晨物流,公司名称,立晨物流
立晨物流,总部地点,山东省临沂市
立晨物流,公司性质,中外合资
全球移动通信系统,应用,移动电话
气道高反应性,就诊科室,呼吸内科
计算机网络,功能,信息的传输与共享
计算机网络,类别,网络操作系统
电子商务物流,改观,改观生活的理念
北京信息科技大学,简称,信息科大
北京信息科技大学,类别,公立大学
北京信息科技大学,所属地区,中国北京
北京信息科技大学,主管部门,北京市人民政府
爱在春天,其它译名,我和春天有个约会
爱在春天,制片地区,中国大陆
爱在春天,首播平台,湖南卫视
爱在春天,首播剧场,金鹰独播剧场
爱在春天,播出网络,优酷土豆双平台
爱在春天,语言,大陆国语
世界卫生组织,总部,瑞士日内瓦
世界卫生组织,类型,联合国专门机构
仙湖植物园,类别,自然展览馆
仙湖植物园,所属城市,广东省深圳市
仙湖植物园,著名景点,苏铁保存中心
国家公职关系,属性,内部行政法律关系
国家公职关系,关系主体,国家公务员与国家
吴牛喘月,现意,比喻因疑心而害怕
平乐古镇,开放时间,全天开放
平乐古镇,所属城市,四川省成都市
庞贝古城,毁灭原因,火山爆发
入门级服务器,需要,配置相应的内存
咳嗽性哮喘,别称,咳嗽变异性哮喘
咳嗽性哮喘,多发群体,中年女性
咳嗽性哮喘,常见症状,长期顽固性干咳
深圳市翠园中学,类别,公立中学
深圳市翠园中学,所属地区,深圳市罗湖区
格里杰夫,代表作品,吉他里的阳光
格里杰夫,姓名含义,蒙语含义亮晶晶
玛莎拉蒂,公司名称,玛莎拉蒂汽车公司
玛莎拉蒂,总部地点,意大利摩德纳市
玛莎拉蒂,经营范围,高端汽车生产
电磁辐射,别称,电子烟雾
工作组级服务器,品牌,宝德和浪潮
美国海军陆战队,所属国家,美利坚合众国
美国海军陆战队,成立时间,独立战争时期
嘉兴南湖,气候类型,亚热带季风气候
嘉兴南湖,所属地区,中国华东
如何戒烟,软件名称,如何戒烟
中国剪纸,起源,公元六世纪
中国剪纸,实质,中国民间美术
企业级服务器,类别,高档服务器
企业级服务器,作用,处理大量数据
维也纳乐派,又称,维也纳古典乐派
宁夏特产,软件名称,宁夏特产
阿瓦尔人,别名,马阿鲁拉尔人
阿瓦尔人,文字,斯拉夫字母
阿瓦尔人,宗教,伊斯兰教
南湖红船,地理位置,浙江嘉兴南湖
南湖红船,所属城市,浙江省嘉兴市
台湾电视金钟奖,颁发频率,一年一度
国家司法考试,考试方式,全国统一考试
夏目漱石,别名,夏目金之助
通用型服务器,特点,性能较高
耗散理论,全称,耗散结构理论
耗散理论,提出者,普里戈金
专用型服务器,或称,功能型服务器
专用型服务器,例如,光盘镜像服务器
香蜜湖度假村,地理位置,深圳市福田区
香蜜湖度假村,气候类型,亚热带海洋性气候
无泪之城,类型,神话传说
无泪之城,开始,干将和莫邪
台式服务器,又称,塔式服务器
台式服务器,采用,大容量的机箱
台式服务器,结构,台式机箱
机柜式服务器,特点,内部结构复杂
上饶职业技术学院,简称,上饶职院
上饶职业技术学院,类别,公立高校
上饶职业技术学院,所属地区,中国江西省上饶市
世界住房日,别称,世界人居日
世界住房日,节日起源,联合国号召
刀片服务器,实现,高可用高密度
国际劳动妇女节,节日类型,国际节日
日本鬼子,解释,日本侵略者
日本鬼子,出现年代,抗日战争年代
风云岁月,制片地区,中国大陆
四库全书,书名,四库全书
四库全书,又名,钦定四库全书
四库全书,原版名称,钦定四库全书
四库全书,初稿完成,乾隆四十六年
东南大学,类别,公立大学
东南大学,校训,止于至善
产品组合,组合策略,扩大组合
释迦牟尼,教化区域,古代印度恒河流域
曼哈顿计划,计划背景,二战期间
察哈尔右翼中旗,别名,察右中旗
察哈尔右翼中旗,政府驻地,科布尔镇
察哈尔右翼中旗,地理位置,内蒙古自治区中部
供给学派,政策主张,降低边际税率
海上世界,开放时间,全天开放
海上世界,门票价格,无需门票
海上世界,所属城市,广东省深圳市
服务器硬盘,相关,网络数据
世界防止荒漠化日,性质,联合国荒漠化会议
世界防止荒漠化日,对象,土地荒漠化
乡村地理学,研究方法,实地调查等
教育经济学,书名,教育经济学
合同战术,案例,康布雷战役
金茂大厦,气候类型,亚热带季风气候
金茂大厦,所属地区,中国华东
沐猴而冠,别名,襟裾马牛
上蔡第一高级中学,简称,上蔡一高
上蔡第一高级中学,校训,行胜于言
上蔡第一高级中学,所属地区,河南省驻马店市
聚落地理学,别名,居民点地理学
聚落地理学,所属学科,人文地理学
牛鬼蛇神,比喻,邪恶丑陋之物
白衣天使,涵义,穿白大褂的护士
安哥拉长毛兔,本质,长毛兔品种
安哥拉长毛兔,优点,适应性能强体型大
国际护士节,节日类型,世界节日
国际护士节,节日起源,纪念南丁格尔
国际护士节,节日活动,护士授帽
国际护士节,节日意义,弘扬救死扶伤精神
国际护士节,设立机构,国际护士理事会
深圳水上乐园,所属城市,广东省深圳市
体育地理学,所属科,体育科学
体育地理学,内容一,气候因素
体育地理学,内容三,地域特征
大蓝加斯科涅猎犬,中文学名,大蓝加斯科涅猎犬
中原油田,企业简称,中原油田
营销组合,别名,营销手段
一石二鸟,常用程度,常用成语
胜利油田,公司名称,胜利油田
胜利油田,总部地点,中国山东东营
胜利油田,经营范围,油田勘探开发
胜利油田,公司性质,中央直属
人口地理学,书名,人口地理学
庞贝古城,毁灭原因,火山爆发
色即是空,译者,鸠摩罗什
春田花花同学会,出品公司,银都机构有限公司
春田花花同学会,制片地区,中国香港
春田花花同学会,拍摄地点,中国香港
南海禅寺,代理主持,界承法师
南海禅寺,所属城市,河南省驻马店市
宇智波鼬,家族,宇智波一族
返青粽叶,添加剂,工业硫酸铜
返青粽叶,危害,可能会导致铜中毒
山东费县睿文中学,类别,临沂市重点中学
解放军庙,地理位置,惠安崇武镇西沙湾
解放军庙,纪念意义,烈士的怀念
读书时间,性质,电视读书节目
火星三纪元,内容,火星三纪元
天下奇湖,死湖,意大利西西里岛
天下奇湖,咸湖,亚洲西部
无嗔大师,其他名称,毒手药王
邯郸赵苑旅游区,地理位置,邯郸市西北部
极品公子,作品名称,极品公子
极品公子,作品出处,起点中文网
极品公子,文学体裁,现代都市奇幻小说
极品公子,作者,烽火戏诸侯
托卡马克,技术类别,可控核聚变装置
亚马孙平原,别名,亚马孙平原
亚马孙平原,地理位置,南美洲北部
亚马孙平原,气候条件,热带雨林气候
德谟克利特,学派,前苏格拉底哲学
世界十大文豪,属性,文学家群体
大英博物馆,气候类型,温带海洋性气候
大英博物馆,门票价格,免费开放
大英博物馆,别名,不列颠博物馆
世界六大宫殿,白金汉宫,英王室住地
城市规划,功能,规划城市发展计划
城市规划,作用,合理布局城市
老马识途,作品名称,老马识途
交通工程学,属于,一门工程技术学科
我的女孩,其它译名,兄妹契约
我的女孩,编剧,洪氏姐妹
中国湿地公园,类别,自然生态园林
小仓优子,毕业院校,日本法政大学
诚实信用原则,简称,诚信原则
中宁枸杞,中文学名,中宁枸杞
中宁枸杞,分布区域,普遍分布
地平装置,适用范围,大口径天文望远镜
黄金露花,中文学名,黄金露花
阿斯旺水坝,所属城市,阿斯旺城
仙女星系,分类,螺旋星系
阿拉伯天文学,又称,伊斯兰天文学
布达拉宫,始建造者,松赞干布
布达拉宫,文化价值,世界文化遗产
布达拉宫,所属城市,西藏自治区拉萨市
文件扩展名,作用,标志文件格式
各向异性,相反性质,各向同性
人际关系,适用范围,社会心理学
复消色差透镜,组成,三个以上透镜
武当山古建筑群,气候类型,北亚热带季风气候
天海佑希,别名,中野祐里
天海佑希,毕业院校,宝冢音乐学校
